@relation risk-train.arff-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R1

@attribute CLASS {no,yes}
@attribute B_EMAIL {yes,no}
@attribute B_TELEFON {no,yes}
@attribute FLAG_LRIDENTISCH {no,yes}
@attribute FLAG_NEWSLETTER {no,yes}
@attribute Z_METHODE {credit_card,check,debit_note,debit_card}
@attribute Z_CARD_ART {Visa,Eurocard,debit_card,Amex}
@attribute Z_CARD_VALID numeric
@attribute Z_LAST_NAME {yes,no}
@attribute VALUE_ORDER numeric
@attribute WEEKDAY_ORDER {Saturday,Monday,Tuesday,Thursday,Wednesday,Friday,Sunday}
@attribute AMOUNT_ORDER numeric
@attribute ANUMMER_01 numeric
@attribute ANUMMER_02 numeric
@attribute ANUMMER_03 numeric
@attribute ANUMMER_04 numeric
@attribute ANUMMER_05 numeric
@attribute ANUMMER_06 numeric
@attribute ANUMMER_07 numeric
@attribute ANUMMER_08 numeric
@attribute ANUMMER_09 numeric
@attribute ANUMMER_10 numeric
@attribute CHK_LADR {no,yes}
@attribute CHK_RADR {no,yes}
@attribute CHK_KTO {no,yes}
@attribute CHK_CARD {no,yes}
@attribute CHK_COOKIE {no,yes}
@attribute CHK_IP {no,yes}
@attribute FAIL_LPLZ {no,yes}
@attribute FAIL_LORT {no,yes}
@attribute FAIL_LPLZORTMATCH {no,yes}
@attribute FAIL_RPLZ {no,yes}
@attribute FAIL_RORT {no,yes}
@attribute FAIL_RPLZORTMATCH {no,yes}
@attribute SESSION_TIME numeric
@attribute NEUKUNDE {yes,no}
@attribute AMOUNT_ORDER_PRE numeric
@attribute VALUE_ORDER_PRE numeric
@attribute MAHN_AKT numeric
@attribute MAHN_HOECHST numeric

@data
no,yes,no,yes,no,check,?,4.2007,?,17.5,Tuesday,1,602133,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,16,no,1,51.52,1,1
no,yes,no,no,no,credit_card,Eurocard,6.2006,yes,12.6,Wednesday,1,404935,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
yes,yes,no,no,no,debit_note,?,2.2006,yes,41,Friday,1,302611,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,2,yes,0,0,?,?
no,yes,no,yes,no,check,?,2.2007,?,12.6,Sunday,1,401241,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,no,1,40.01,1,1
no,yes,no,yes,no,check,?,2.2005,?,22.95,Saturday,1,304159,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,3,94.86,1,2
no,no,no,yes,no,check,?,2.2006,?,18,Saturday,1,400925,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
no,yes,no,yes,no,check,?,6.2007,?,5.2,Saturday,1,204921,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,2,yes,0,0,?,?
no,no,no,no,no,credit_card,Eurocard,2.2007,yes,18.2,Sunday,1,106590,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
no,yes,no,yes,no,check,?,12.2006,?,31.9,Wednesday,1,105580,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,62.51,1,1
yes,no,no,yes,no,check,?,10.2007,?,18.2,Tuesday,1,409386,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,15,yes,0,0,?,?
no,yes,no,yes,no,check,?,2.2006,?,12.8,Monday,1,508777,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
no,yes,no,yes,no,credit_card,Eurocard,11.2006,yes,46.5,Monday,1,400329,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,1,yes,0,0,?,?
no,no,no,no,no,debit_card,debit_card,4.2005,yes,82.29,Monday,3,404765,402677,102697,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,58.7,0,0
no,yes,no,yes,no,check,?,6.2006,?,18.2,Sunday,1,407669,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
no,yes,yes,no,no,credit_card,Amex,9.2005,yes,18.5,Thursday,1,504258,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
no,yes,no,yes,no,check,?,6.2005,?,72.8,Saturday,2,503397,108889,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,no,1,66.25,0,0
no,yes,no,yes,no,credit_card,Eurocard,5.2006,yes,108.5,Monday,4,407364,102681,409333,302496,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
no,yes,yes,yes,no,debit_card,debit_card,2.2006,yes,12.6,Sunday,1,201619,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,0,0,?,?
yes,yes,no,yes,no,check,?,11.2006,?,18.2,Friday,1,103776,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
no,yes,no,yes,no,check,?,4.2006,?,90.6,Wednesday,2,309006,402116,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,3,yes,0,0,?,?
no,yes,no,no,no,debit_note,?,1.2006,no,28.3,Tuesday,2,208609,408499,?,?,?,?,?,?,?,?,yes,no,yes,no,no,no,no,no,no,no,no,no,7,no,1,21.68,1,1
no,yes,no,yes,no,check,?,7.2005,?,42.8,Friday,1,305580,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
no,yes,no,no,no,credit_card,Eurocard,8.2006,yes,90.49,Friday,3,503776,202133,203639,?,?,?,?,?,?,?,yes,no,no,no,no,no,no,no,no,no,no,no,8,no,1,10.11,0,0
yes,no,no,yes,no,credit_card,Visa,10.2006,yes,172.2,Sunday,4,408605,508889,104765,400959,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,yes,no,no,11,yes,0,0,?,?
no,yes,no,yes,no,check,?,9.2007,?,75.6,Sunday,2,309006,406811,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,no,1,77.9,0,0
no,no,no,yes,no,check,?,5.2005,?,17.8,Sunday,1,307699,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
no,yes,no,no,no,debit_card,debit_card,9.2005,no,72.8,Wednesday,2,508889,506310,?,?,?,?,?,?,?,?,yes,no,no,no,no,no,no,no,no,no,no,no,8,no,2,158.7,0,0
no,no,no,yes,no,credit_card,Visa,2.2007,yes,67.59,Saturday,3,204645,404522,304258,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
no,yes,no,yes,no,check,?,12.2007,?,23.5,Friday,1,406781,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
no,no,yes,no,no,credit_card,Eurocard,1.2005,yes,16,Sunday,1,407156,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,yes,0,0,?,?
no,yes,yes,no,no,debit_note,?,11.2006,yes,44,Sunday,1,202090,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
no,yes,no,yes,no,check,?,12.2005,?,51,Sunday,1,100767,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,27.14,0,0
no,yes,no,yes,no,check,?,4.2006,?,12.8,Monday,1,202454,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,16,yes,0,0,?,?
no,yes,no,yes,no,debit_card,debit_card,12.2006,yes,166.05,Thursday,4,107359,509121,407699,404549,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,0,0,?,?
no,yes,no,yes,no,check,?,9.2006,?,31.9,Friday,1,402090,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,269.02,0,0
no,yes,no,yes,yes,check,?,6.2006,?,18,Friday,1,207156,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,no,2,127.68,0,0
no,yes,no,yes,no,check,?,8.2006,?,34.5,Saturday,1,409006,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,yes,no,12,no,1,52.43,0,0
no,yes,no,yes,no,check,?,8.2007,?,56,Monday,1,107699,?,?,?,?,?,?,?,?,?,yes,no,no,no,no,no,no,no,no,no,no,no,6,no,1,92.42,0,0
no,no,no,yes,no,debit_note,?,1.2005,yes,39.5,Saturday,1,306284,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,yes,0,0,?,?
no,no,no,yes,no,check,?,12.2005,?,90.99,Thursday,3,104645,208605,401285,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
no,no,no,no,no,credit_card,Visa,3.2005,yes,19.99,Friday,1,200767,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,no,1,42.68,0,0
no,yes,no,no,no,credit_card,Eurocard,6.2007,yes,31.9,Wednesday,1,100953,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,no,1,30.79,0,0
no,yes,no,no,no,debit_card,debit_card,7.2007,yes,54.5,Sunday,1,406959,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,50.05,0,0
no,no,yes,yes,no,credit_card,Visa,12.2006,yes,110.09,Sunday,5,500959,500767,409500,204723,500767,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,2,yes,0,0,?,?
no,no,yes,no,no,debit_note,?,7.2005,yes,67.3,Sunday,2,206398,402993,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,0,?,?
no,yes,no,no,no,credit_card,Amex,8.2006,yes,17.8,Saturday,1,400578,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,yes,no,no,9,yes,0,0,?,?
no,yes,no,yes,no,check,?,10.2006,?,57.8,Saturday,1,108801,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,yes,0,0,?,?
no,yes,no,yes,no,check,?,7.2005,?,74,Wednesday,2,202243,100578,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,44.11,0,0
no,yes,no,no,no,credit_card,Visa,3.2007,yes,64.5,Sunday,1,209006,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,6.9,0,2
no,no,no,yes,no,check,?,10.2006,?,32.8,Wednesday,1,402993,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,yes,0,0,?,?
no,no,no,yes,no,credit_card,Eurocard,12.2006,no,22.59,Wednesday,2,101371,405540,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,15,yes,0,0,?,?
no,yes,yes,yes,no,check,?,11.2006,?,9.99,Sunday,1,509725,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
no,no,no,yes,no,check,?,5.2007,?,75,Monday,4,107610,406203,403397,602845,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,50.5,0,0
yes,no,no,yes,no,check,?,12.2005,?,5.2,Saturday,1,406160,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
no,no,no,yes,no,credit_card,Eurocard,6.2007,yes,152.5,Monday,4,107317,404645,306398,405958,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
no,yes,no,yes,yes,credit_card,Eurocard,10.2007,yes,154.89,Sunday,5,204341,506520,305580,401241,603950,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
no,yes,no,yes,no,check,?,12.2005,?,54.5,Friday,1,307359,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,yes,no,no,no,no,2,yes,0,0,?,?
no,yes,yes,no,no,debit_note,?,7.2007,no,44,Saturday,1,209736,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
no,no,no,yes,no,check,?,9.2005,?,10.8,Saturday,1,508889,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
no,yes,yes,yes,no,check,?,5.2007,?,34.5,Monday,1,207703,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,yes,0,0,?,?
no,yes,no,no,no,credit_card,Visa,4.2005,yes,123.3,Thursday,3,406821,104341,502454,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,no,1,45.47,0,2
no,yes,no,yes,no,debit_card,debit_card,6.2006,yes,26,Wednesday,1,404485,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,3,no,0,0,?,?
no,yes,yes,yes,no,check,?,4.2005,?,32.8,Tuesday,1,406282,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,1,7.98,1,1
no,yes,yes,yes,no,debit_card,debit_card,3.2007,yes,54.5,Saturday,1,401893,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,4,no,0,0,?,?
no,yes,no,yes,no,check,?,3.2005,?,34.5,Friday,1,205580,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,1,no,2,85.24,0,0
no,yes,yes,yes,no,debit_note,?,3.2005,yes,26,Monday,1,409183,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,no,1,71.27,1,1
no,yes,no,yes,no,check,?,2.2005,?,54.5,Sunday,1,406959,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,yes,0,0,?,?
yes,yes,no,no,no,credit_card,Visa,8.2006,yes,67,Thursday,2,206929,400738,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,2,yes,0,0,?,?
no,yes,no,yes,no,credit_card,Eurocard,12.2005,yes,183,Saturday,5,307046,208997,500147,401967,408289,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,41.68,0,0
no,no,no,yes,no,check,?,5.2006,?,43.5,Sunday,1,406774,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,3,no,2,47.66,0,0
no,no,yes,yes,no,check,?,3.2006,?,18.5,Saturday,1,603397,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,yes,0,0,?,?
no,yes,no,yes,no,check,?,11.2006,?,56.99,Friday,2,500214,403533,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,yes,0,0,?,?
no,yes,no,no,no,credit_card,Eurocard,3.2005,yes,18.2,Saturday,1,409386,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
no,no,no,yes,no,debit_note,?,7.2005,yes,23.5,Saturday,1,202611,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,no,1,74.86,0,0
no,yes,no,yes,no,check,?,10.2007,?,9.8,Saturday,1,405378,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
no,yes,no,no,no,credit_card,Amex,8.2005,yes,37,Wednesday,1,406858,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
no,yes,no,yes,no,check,?,7.2005,?,64.5,Thursday,1,209006,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,no,1,36.15,0,0
no,yes,no,yes,no,check,?,8.2007,?,17.99,Wednesday,1,302089,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,17,yes,0,0,?,?
no,no,no,no,no,credit_card,Visa,7.2006,yes,17.8,Friday,1,408997,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,2,172.02,0,2
no,yes,no,yes,no,check,?,6.2006,?,12.8,Thursday,1,402399,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,yes,0,0,?,?
no,yes,no,no,no,credit_card,Eurocard,11.2007,yes,18,Sunday,1,104921,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,7.75,0,2
no,yes,yes,yes,no,check,?,5.2007,?,23.5,Saturday,1,409121,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,no,1,6.11,0,0
no,yes,no,yes,no,debit_note,?,11.2007,yes,107.99,Sunday,3,109500,203639,204242,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,yes,0,0,?,?
no,yes,no,yes,yes,check,?,9.2006,?,32.8,Tuesday,1,208500,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,no,1,14.1,2,2
no,yes,no,yes,no,debit_card,debit_card,2.2005,yes,136.5,Sunday,4,401619,208397,404921,406406,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,no,1,55.74,0,0
no,yes,no,no,no,credit_card,Eurocard,4.2005,yes,223,Sunday,6,606284,400959,402243,609670,500959,309006,?,?,?,?,no,no,no,no,no,yes,no,no,no,no,no,no,10,no,1,102.15,0,0
no,yes,no,yes,no,check,?,6.2006,?,51,Tuesday,1,507610,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,16,yes,0,0,?,?
no,yes,no,yes,no,check,?,7.2006,?,57.8,Tuesday,1,601893,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,yes,0,0,?,?
no,yes,yes,yes,no,debit_note,?,4.2007,yes,37,Friday,1,403533,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,no,1,25.74,0,0
no,yes,no,yes,no,check,?,12.2007,?,18,Tuesday,1,104921,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,0,?,?
no,yes,no,no,no,credit_card,Eurocard,11.2007,yes,62,Friday,2,403203,300124,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,15,no,3,49.26,0,2
no,no,yes,yes,no,check,?,4.2007,?,28.79,Sunday,2,303397,200476,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
no,no,no,yes,no,check,?,11.2005,?,79.8,Sunday,2,404269,600925,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,0,?,?
no,yes,no,yes,no,check,?,10.2005,?,18.5,Thursday,1,102681,?,?,?,?,?,?,?,?,?,no,no,no,no,no,yes,no,no,no,no,no,no,6,no,1,16.63,0,0
no,yes,yes,yes,no,check,?,7.2006,?,52,Thursday,1,204935,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
no,yes,no,yes,no,check,?,12.2005,?,5.2,Sunday,1,502611,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,no,1,40.26,0,0
no,yes,no,yes,no,check,?,11.2005,?,29.99,Sunday,1,401373,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,no,1,20.33,0,1
no,yes,no,yes,no,check,?,3.2006,?,59.7,Thursday,2,400172,203367,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,0,?,?
no,no,no,no,no,credit_card,Eurocard,4.2006,yes,43.5,Wednesday,2,104935,206310,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,no,2,55.9,0,0
no,yes,no,no,no,debit_note,?,3.2006,yes,18.2,Saturday,1,600953,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,9.07,0,0
no,yes,no,yes,no,check,?,4.2005,?,12.6,Monday,1,402294,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,no,2,31.16,0,0
no,yes,no,yes,no,check,?,3.2007,?,56,Wednesday,1,400959,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,18,no,1,32.61,0,0
no,no,no,no,no,debit_note,?,12.2007,yes,41,Wednesday,1,300767,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,no,1,11.04,1,1
no,yes,no,no,no,credit_card,Eurocard,5.2005,yes,57.8,Tuesday,1,400914,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
no,yes,no,yes,no,check,?,11.2006,?,57.8,Tuesday,1,601893,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,yes,0,0,?,?
no,yes,yes,no,no,credit_card,Visa,5.2006,yes,22.95,Wednesday,1,304159,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,13.65,0,0
no,yes,yes,no,no,credit_card,Eurocard,1.2005,yes,37,Friday,1,402734,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,3,21.42,0,1
no,yes,no,yes,no,check,?,3.2005,?,5.2,Friday,1,200147,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,40.36,0,0
no,no,no,yes,no,check,?,12.2005,?,71.5,Sunday,3,409053,206504,504077,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,no,1,27.17,0,0
no,yes,no,no,no,debit_note,?,4.2005,no,32.8,Wednesday,1,200329,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
no,yes,yes,no,no,debit_note,?,11.2006,yes,43.5,Sunday,1,205378,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,yes,no,no,no,8,no,1,28.29,0,0
no,yes,yes,yes,no,check,?,2.2005,?,12.6,Friday,1,505580,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,no,1,66.89,1,1
no,yes,no,yes,no,check,?,2.2006,?,31.9,Sunday,1,200925,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,17.97,0,0
no,yes,no,yes,no,check,?,10.2006,?,91.5,Friday,4,102611,507610,408126,407387,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,2,160.38,0,0
yes,yes,no,yes,no,check,?,4.2005,?,58.5,Tuesday,2,602133,300767,?,?,?,?,?,?,?,?,no,yes,no,no,no,no,no,no,no,no,no,no,12,no,2,12.86,1,2
no,yes,yes,no,no,credit_card,Eurocard,10.2007,yes,31.9,Sunday,3,202496,204944,409662,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,no,1,14.88,0,0
no,yes,no,no,no,debit_card,debit_card,8.2005,yes,66.2,Saturday,3,309500,402294,101967,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,no,0,0,?,?
no,no,no,yes,no,credit_card,Eurocard,9.2005,yes,111.9,Monday,2,309102,205958,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
no,yes,yes,yes,no,credit_card,Visa,1.2007,yes,119.8,Thursday,2,109725,603776,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,17,yes,0,0,?,?
no,yes,no,yes,no,credit_card,Visa,3.2006,yes,42.8,Thursday,1,100147,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,yes,0,0,?,?
no,yes,no,no,no,credit_card,Eurocard,2.2006,yes,18.2,Sunday,1,400035,?,?,?,?,?,?,?,?,?,yes,no,no,no,no,no,no,no,no,no,no,no,11,no,1,76.22,0,0
no,yes,no,no,no,debit_card,debit_card,11.2005,yes,42.8,Saturday,1,405213,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,13,no,0,0,?,?
no,yes,no,no,no,debit_card,debit_card,2.2005,yes,26,Saturday,1,407274,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,10,no,0,0,?,?
no,yes,no,no,no,credit_card,Amex,2.2007,yes,12.6,Sunday,1,505580,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,32.88,0,0
no,yes,no,yes,no,check,?,8.2006,?,12.8,Saturday,1,508777,?,?,?,?,?,?,?,?,?,no,yes,no,no,no,no,no,no,no,no,no,no,10,no,1,32.37,0,0
yes,no,no,no,no,credit_card,Eurocard,11.2006,yes,18.2,Monday,1,406520,?,?,?,?,?,?,?,?,?,yes,no,no,no,no,no,no,no,no,no,no,no,2,no,1,8.12,0,0
no,yes,no,no,no,credit_card,Visa,12.2006,yes,42.8,Saturday,1,406284,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,no,2,143.16,0,0
no,yes,no,yes,no,check,?,8.2005,?,14.5,Thursday,1,409709,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,0,?,?
no,no,no,no,no,debit_note,?,12.2005,yes,29.99,Friday,1,402641,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,no,2,13.02,0,0
no,yes,no,yes,no,check,?,9.2006,?,16,Friday,1,407317,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,11,yes,0,0,?,?
no,no,no,yes,no,credit_card,Visa,10.2006,yes,17.5,Sunday,1,104935,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,no,1,13.28,0,1
no,yes,no,yes,no,check,?,10.2005,?,37,Tuesday,1,500476,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,0,?,?
no,yes,no,yes,no,check,?,9.2005,?,16,Sunday,1,504077,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,0,?,?
no,yes,no,yes,no,check,?,12.2005,?,18,Saturday,1,401856,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,14,no,1,51.54,0,0
no,yes,no,no,no,credit_card,Eurocard,3.2007,yes,10.8,Sunday,1,508889,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,5,no,2,26.84,0,0
no,yes,no,yes,no,credit_card,Eurocard,9.2005,yes,57.8,Sunday,1,309006,?,?,?,?,?,?,?,?,?,no,no,no,no,no,no,no,no,no,no,no,no,12,no,1,57.12,0,0
